data,rate
7/10/1985,2.8793
7/11/1985,2.8793
7/12/1985,2.8793
7/15/1985,2.8736
7/16/1985,2.8736
7/17/1985,2.8736
7/18/1985,2.8649
7/19/1985,2.8764
7/22/1985,2.885
7/23/1985,2.885
7/24/1985,2.885
7/25/1985,2.885
7/26/1985,2.885
7/29/1985,2.885
7/30/1985,2.885
7/31/1985,2.885
8/1/1985,2.885
8/2/1985,2.9051
8/5/1985,2.8993
8/6/1985,2.8993
8/7/1985,2.9081
8/8/1985,2.9081
8/9/1985,2.9081
8/12/1985,2.9081
8/13/1985,2.9081
8/14/1985,2.9081
8/15/1985,2.9081
8/16/1985,2.9081
8/19/1985,2.9081
8/20/1985,2.9081
8/21/1985,2.9168
8/22/1985,2.9168
8/23/1985,2.9168
8/26/1985,2.9168
8/27/1985,2.9168
8/28/1985,2.9168
8/29/1985,2.9168
8/30/1985,2.9168
9/2/1985,ND
9/3/1985,2.9372
9/4/1985,2.949
9/5/1985,2.949
9/6/1985,2.9608
9/9/1985,2.9697
9/10/1985,2.9786
9/11/1985,2.9786
9/12/1985,2.9786
9/13/1985,2.9786
9/16/1985,2.9697
9/17/1985,2.9697
9/18/1985,2.9815
9/19/1985,2.9905
9/20/1985,2.9905
9/23/1985,2.9844
9/24/1985,2.9755
9/25/1985,2.9755
9/26/1985,2.9755
9/27/1985,2.9755
9/30/1985,2.9755
10/1/1985,2.9874
10/2/1985,2.9874
10/3/1985,3.0083
10/4/1985,3.0023
10/7/1985,3.0023
10/8/1985,3.0294
10/9/1985,3.0415
10/10/1985,3.0536
10/11/1985,3.0536
10/14/1985,ND
10/15/1985,3.0536
10/16/1985,3.0658
10/17/1985,3.0658
10/18/1985,3.0627
10/21/1985,3.0627
10/22/1985,3.0842
10/23/1985,3.1057
10/24/1985,3.1275
10/25/1985,3.1588
10/28/1985,3.1588
10/29/1985,3.1904
10/30/1985,3.2095
10/31/1985,3.2095
11/1/1985,3.2095
11/4/1985,3.2095
11/5/1985,3.2095
11/6/1985,3.2095
11/7/1985,3.2095
11/8/1985,3.2095
11/11/1985,ND
11/12/1985,3.2095
11/13/1985,3.2095
11/14/1985,3.2095
11/15/1985,3.2095
11/18/1985,3.192
11/19/1985,3.2095
11/20/1985,3.2095
11/21/1985,3.2095
11/22/1985,3.2095
11/25/1985,3.2095
11/26/1985,3.2095
11/27/1985,3.2095
11/28/1985,ND
11/29/1985,3.2095
12/2/1985,3.2095
12/3/1985,3.2095
12/4/1985,3.2095
12/5/1985,3.2095
12/6/1985,3.2095
12/9/1985,3.2095
12/10/1985,3.2095
12/11/1985,3.2095
12/12/1985,3.2095
12/13/1985,3.2095
12/16/1985,3.2095
12/17/1985,3.2095
12/18/1985,3.2095
12/19/1985,3.2095
12/20/1985,3.2095
12/23/1985,3.2095
12/24/1985,3.2095
12/25/1985,ND
12/26/1985,3.2095
12/27/1985,3.2095
12/30/1985,3.2095
12/31/1985,3.2095
1/1/1986,ND
1/2/1986,3.2095
1/3/1986,3.2095
1/6/1986,3.2095
1/7/1986,3.2095
1/8/1986,3.2095
1/9/1986,3.2095
1/10/1986,3.2095
1/13/1986,3.2095
1/14/1986,3.2095
1/15/1986,3.2095
1/16/1986,3.2095
1/17/1986,3.2095
1/20/1986,ND
1/21/1986,3.2095
1/22/1986,3.2095
1/23/1986,3.2095
1/24/1986,3.2095
1/27/1986,3.2095
1/28/1986,3.2095
1/29/1986,3.2095
1/30/1986,3.2095
1/31/1986,3.2095
2/3/1986,3.2095
2/4/1986,3.2095
2/5/1986,3.2159
2/6/1986,3.2159
2/7/1986,3.2159
2/10/1986,3.2159
2/11/1986,3.2159
2/12/1986,3.2159
2/13/1986,3.2159
2/14/1986,3.2159
2/17/1986,ND
2/18/1986,3.2159
2/19/1986,3.2159
2/20/1986,3.2159
2/21/1986,3.2159
2/24/1986,3.2159
2/25/1986,3.2159
2/26/1986,3.2159
2/27/1986,3.2159
2/28/1986,3.2159
3/3/1986,3.2159
3/4/1986,3.2159
3/5/1986,3.2159
3/6/1986,3.2159
3/7/1986,3.2159
3/10/1986,3.2159
3/11/1986,3.2159
3/12/1986,3.2159
3/13/1986,3.2191
3/14/1986,3.2191
3/17/1986,3.2191
3/18/1986,3.2191
3/19/1986,3.2191
3/20/1986,3.2191
3/21/1986,3.2191
3/24/1986,3.2191
3/25/1986,3.2288
3/26/1986,3.2288
3/27/1986,3.2288
3/28/1986,3.23
3/31/1986,3.2288
4/1/1986,3.2288
4/2/1986,3.2288
4/3/1986,3.2288
4/4/1986,3.2288
4/7/1986,3.2288
4/8/1986,3.2288
4/9/1986,3.2223
4/10/1986,3.2223
4/11/1986,3.2159
4/14/1986,3.2159
4/15/1986,3.2159
4/16/1986,3.2159
4/17/1986,3.2095
4/18/1986,3.2095
4/21/1986,3.2095
4/22/1986,3.2031
4/23/1986,3.2031
4/24/1986,3.1999
4/25/1986,3.1999
4/28/1986,3.1999
4/29/1986,3.1999
4/30/1986,3.1999
5/1/1986,3.1999
5/2/1986,3.2031
5/5/1986,3.2031
5/6/1986,3.1967
5/7/1986,3.1967
5/8/1986,3.1967
5/9/1986,3.1967
5/12/1986,3.1935
5/13/1986,3.1935
5/14/1986,3.1935
5/15/1986,3.1935
5/16/1986,3.1935
5/19/1986,3.1999
5/20/1986,3.1999
5/21/1986,3.2063
5/22/1986,3.2063
5/23/1986,3.2095
5/26/1986,ND
5/27/1986,3.2095
5/28/1986,3.2095
5/29/1986,3.2095
5/30/1986,3.2191
6/2/1986,3.2223
6/3/1986,3.2233
6/4/1986,3.2159
6/5/1986,3.2159
6/6/1986,3.2095
6/9/1986,3.2095
6/10/1986,3.2095
6/11/1986,3.2095
6/12/1986,3.2025
6/13/1986,3.2095
6/16/1986,3.2095
6/17/1986,3.2095
6/18/1986,3.2127
6/19/1986,3.2127
6/20/1986,3.2127
6/23/1986,3.2127
6/24/1986,3.2095
6/25/1986,3.2095
6/26/1986,3.2095
6/27/1986,3.2095
6/30/1986,3.2063
7/1/1986,3.2031
7/2/1986,3.2031
7/3/1986,3.2063
7/4/1986,ND
7/7/1986,3.7129
7/8/1986,3.7129
7/9/1986,3.7129
7/10/1986,3.7129
7/11/1986,3.7129
7/14/1986,3.7129
7/15/1986,3.7129
7/16/1986,3.7129
7/17/1986,3.7129
7/18/1986,3.7129
7/21/1986,3.7129
7/22/1986,3.7129
7/23/1986,3.7129
7/24/1986,3.7129
7/25/1986,3.7129
7/28/1986,3.7129
7/29/1986,3.7129
7/30/1986,3.7129
7/31/1986,3.7129
8/1/1986,3.7129
8/4/1986,3.7129
8/5/1986,3.7129
8/6/1986,3.7129
8/7/1986,3.7129
8/8/1986,3.7129
8/11/1986,3.7129
8/12/1986,3.7129
8/13/1986,3.7129
8/14/1986,3.7129
8/15/1986,3.7129
8/18/1986,3.7129
8/19/1986,3.7129
8/20/1986,3.7129
8/21/1986,3.7129
8/22/1986,3.7129
8/25/1986,3.7129
8/26/1986,3.7129
8/27/1986,3.7129
8/28/1986,3.7129
8/29/1986,3.7129
9/1/1986,ND
9/2/1986,3.7129
9/3/1986,3.7129
9/4/1986,3.7129
9/5/1986,3.7129
9/8/1986,3.7129
9/9/1986,3.7129
9/10/1986,3.7129
9/11/1986,3.7129
9/12/1986,3.7129
9/15/1986,3.7129
9/16/1986,3.7129
9/17/1986,3.7129
9/18/1986,3.7129
9/19/1986,3.7129
9/22/1986,3.7129
9/23/1986,3.7129
9/24/1986,3.7129
9/25/1986,3.724
9/26/1986,3.724
9/29/1986,3.724
9/30/1986,3.724
10/1/1986,3.724
10/2/1986,3.724
10/3/1986,3.724
10/6/1986,3.724
10/7/1986,3.724
10/8/1986,3.724
10/9/1986,3.724
10/10/1986,3.724
10/13/1986,ND
10/14/1986,3.724
10/15/1986,3.724
10/16/1986,3.724
10/17/1986,3.724
10/20/1986,3.724
10/21/1986,3.724
10/22/1986,3.724
10/23/1986,3.724
10/24/1986,3.724
10/27/1986,3.7314
10/28/1986,3.7314
10/29/1986,3.7314
10/30/1986,3.7314
10/31/1986,3.7314
11/3/1986,3.7314
11/4/1986,3.7314
11/5/1986,3.7314
11/6/1986,3.7314
11/7/1986,3.7314
11/10/1986,3.7314
11/11/1986,ND
11/12/1986,3.7314
11/13/1986,3.7314
11/14/1986,3.7314
11/17/1986,3.7314
11/18/1986,3.7314
11/19/1986,3.7314
11/20/1986,3.7314
11/21/1986,3.7314
11/24/1986,3.7314
11/25/1986,3.7314
11/26/1986,3.7314
11/27/1986,ND
11/28/1986,3.7314
12/1/1986,3.7314
12/2/1986,3.7314
12/3/1986,3.7314
12/4/1986,3.7314
12/5/1986,3.7314
12/8/1986,3.7314
12/9/1986,3.7314
12/10/1986,3.7314
12/11/1986,3.7314
12/12/1986,3.7314
12/15/1986,3.7314
12/16/1986,3.7314
12/17/1986,3.7314
12/18/1986,3.7314
12/19/1986,3.7314
12/22/1986,3.7314
12/23/1986,3.7314
12/24/1986,3.7314
12/25/1986,ND
12/26/1986,3.7314
12/29/1986,3.7314
12/30/1986,3.7314
12/31/1986,3.7314
1/1/1987,ND
1/2/1987,3.7314
1/5/1987,3.7314
1/6/1987,3.7314
1/7/1987,3.7314
1/8/1987,3.7314
1/9/1987,3.7314
1/12/1987,3.7314
1/13/1987,3.7314
1/14/1987,3.7314
1/15/1987,3.7314
1/16/1987,3.7314
1/19/1987,ND
1/20/1987,3.7314
1/21/1987,3.7314
1/22/1987,3.7314
1/23/1987,3.7314
1/26/1987,3.7314
1/27/1987,3.7314
1/28/1987,3.7314
1/29/1987,3.7314
1/30/1987,3.7314
2/2/1987,3.7314
2/3/1987,3.7314
2/4/1987,3.7314
2/5/1987,3.7314
2/6/1987,3.7314
2/9/1987,3.7314
2/10/1987,3.7314
2/11/1987,3.7314
2/12/1987,3.7314
2/13/1987,3.7314
2/16/1987,ND
2/17/1987,3.7314
2/18/1987,3.7314
2/19/1987,3.7314
2/20/1987,3.7314
2/23/1987,3.7314
2/24/1987,3.7314
2/25/1987,3.7314
2/26/1987,3.7314
2/27/1987,3.7314
3/2/1987,3.7314
3/3/1987,3.7314
3/4/1987,3.7314
3/5/1987,3.7314
3/6/1987,3.7314
3/9/1987,3.7314
3/10/1987,3.7314
3/11/1987,3.7314
3/12/1987,3.7314
3/13/1987,3.7314
3/16/1987,3.7314
3/17/1987,3.7314
3/18/1987,3.7314
3/19/1987,3.7314
3/20/1987,3.7314
3/23/1987,3.7314
3/24/1987,3.7314
3/25/1987,3.7314
3/26/1987,3.7314
3/27/1987,3.7314
3/30/1987,3.7314
3/31/1987,3.7314
4/1/1987,3.7314
4/2/1987,3.7314
4/3/1987,3.7314
4/6/1987,3.7314
4/7/1987,3.7314
4/8/1987,3.7314
4/9/1987,3.7314
4/10/1987,3.7314
4/13/1987,3.7314
4/14/1987,3.7314
4/15/1987,3.7314
4/16/1987,3.7314
4/17/1987,3.7314
4/20/1987,3.7314
4/21/1987,3.7314
4/22/1987,3.7314
4/23/1987,3.7314
4/24/1987,3.7314
4/27/1987,3.7314
4/28/1987,3.7314
4/29/1987,3.7314
4/30/1987,3.7314
5/1/1987,3.7314
5/4/1987,3.7314
5/5/1987,3.7314
5/6/1987,3.7314
5/7/1987,3.7314
5/8/1987,3.7314
5/11/1987,3.7314
5/12/1987,3.7314
5/13/1987,3.7314
5/14/1987,3.7314
5/15/1987,3.7314
5/18/1987,3.7314
5/19/1987,3.7314
5/20/1987,3.7314
5/21/1987,3.7314
5/22/1987,3.7314
5/25/1987,ND
5/26/1987,3.7314
5/27/1987,3.7314
5/28/1987,3.7314
5/29/1987,3.7314
6/1/1987,3.7314
6/2/1987,3.7314
6/3/1987,3.7314
6/4/1987,3.7314
6/5/1987,3.7314
6/8/1987,3.7314
6/9/1987,3.7314
6/10/1987,3.7314
6/11/1987,3.7314
6/12/1987,3.7314
6/15/1987,3.7314
6/16/1987,3.7314
6/17/1987,3.7314
6/18/1987,3.7314
6/19/1987,3.7314
6/22/1987,3.7314
6/23/1987,3.7314
6/24/1987,3.7314
6/25/1987,3.7314
6/26/1987,3.7314
6/29/1987,3.7314
6/30/1987,3.7314
7/1/1987,3.7314
7/2/1987,3.7314
7/3/1987,3.7314
7/6/1987,3.7314
7/7/1987,3.7314
7/8/1987,3.7314
7/9/1987,3.7314
7/10/1987,3.7314
7/13/1987,3.7314
7/14/1987,3.7314
7/15/1987,3.7314
7/16/1987,3.7314
7/17/1987,3.7314
7/20/1987,3.7314
7/21/1987,3.7314
7/22/1987,3.7314
7/23/1987,3.7314
7/24/1987,3.7314
7/27/1987,3.7314
7/28/1987,3.7314
7/29/1987,3.7314
7/30/1987,3.7314
7/31/1987,3.7314
8/3/1987,3.7314
8/4/1987,3.7314
8/5/1987,3.7314
8/6/1987,3.7314
8/7/1987,3.7314
8/10/1987,3.7314
8/11/1987,3.7314
8/12/1987,3.7314
8/13/1987,3.7314
8/14/1987,3.7314
8/17/1987,3.7314
8/18/1987,3.7314
8/19/1987,3.7314
8/20/1987,3.7314
8/21/1987,3.7314
8/24/1987,3.7314
8/25/1987,3.7314
8/26/1987,3.7314
8/27/1987,3.7314
8/28/1987,3.7314
8/31/1987,3.7314
9/1/1987,3.7314
9/2/1987,3.7314
9/3/1987,3.7314
9/4/1987,3.7314
9/7/1987,ND
9/8/1987,3.7314
9/9/1987,3.7314
9/10/1987,3.7314
9/11/1987,3.7314
9/14/1987,3.7314
9/15/1987,3.7314
9/16/1987,3.7314
9/17/1987,3.7314
9/18/1987,3.7314
9/21/1987,3.7314
9/22/1987,3.7314
9/23/1987,3.7314
9/24/1987,3.7314
9/25/1987,3.7314
9/28/1987,3.7314
9/29/1987,3.7314
9/30/1987,3.7314
10/1/1987,3.7314
10/2/1987,3.7314
10/5/1987,3.7314
10/6/1987,3.7314
10/7/1987,3.7314
10/8/1987,3.7314
10/9/1987,3.7314
10/12/1987,ND
10/13/1987,3.7314
10/14/1987,3.7314
10/15/1987,3.7314
10/16/1987,3.7314
10/19/1987,3.7314
10/20/1987,3.7314
10/21/1987,3.7314
10/22/1987,3.7314
10/23/1987,3.7314
10/26/1987,3.7314
10/27/1987,3.7314
10/28/1987,3.7314
10/29/1987,3.7314
10/30/1987,3.7314
11/2/1987,3.7314
11/3/1987,3.7314
11/4/1987,3.7314
11/5/1987,3.7314
11/6/1987,3.7314
11/9/1987,3.7314
11/10/1987,3.7314
11/11/1987,ND
11/12/1987,3.7314
11/13/1987,3.7314
11/16/1987,3.7314
11/17/1987,3.7314
11/18/1987,3.7314
11/19/1987,3.7314
11/20/1987,3.7314
11/23/1987,3.7314
11/24/1987,3.7314
11/25/1987,3.7314
11/26/1987,ND
11/27/1987,3.7314
11/30/1987,3.7314
12/1/1987,3.7314
12/2/1987,3.7314
12/3/1987,3.7314
12/4/1987,3.7314
12/7/1987,3.7314
12/8/1987,3.7314
12/9/1987,3.7314
12/10/1987,3.7314
12/11/1987,3.7314
12/14/1987,3.7314
12/15/1987,3.7314
12/16/1987,3.7314
12/17/1987,3.7314
12/18/1987,3.7314
12/21/1987,3.7314
12/22/1987,3.7314
12/23/1987,3.7314
12/24/1987,3.7314
12/25/1987,ND
12/28/1987,3.7314
12/29/1987,3.7314
12/30/1987,3.7314
12/31/1987,3.7314
1/1/1988,ND
1/4/1988,3.7314
1/5/1988,3.7314
1/6/1988,3.7314
1/7/1988,3.7314
1/8/1988,3.7314
1/11/1988,3.7314
1/12/1988,3.7314
1/13/1988,3.7314
1/14/1988,3.7314
1/15/1988,3.7314
1/18/1988,ND
1/19/1988,3.7314
1/20/1988,3.7314
1/21/1988,3.7314
1/22/1988,3.7314
1/25/1988,3.7314
1/26/1988,3.7314
1/27/1988,3.7314
1/28/1988,3.7314
1/29/1988,3.7314
2/1/1988,3.7314
2/2/1988,3.7314
2/3/1988,3.7314
2/4/1988,3.7314
2/5/1988,3.7314
2/8/1988,3.7314
2/9/1988,3.7314
2/10/1988,3.7314
2/11/1988,3.7314
2/12/1988,3.7314
2/15/1988,ND
2/16/1988,3.7314
2/17/1988,3.7314
2/18/1988,3.7314
2/19/1988,3.7314
2/22/1988,3.7314
2/23/1988,3.7314
2/24/1988,3.7314
2/25/1988,3.7314
2/26/1988,3.7314
2/29/1988,3.7314
3/1/1988,3.7314
3/2/1988,3.7314
3/3/1988,3.7314
3/4/1988,3.7314
3/7/1988,3.7314
3/8/1988,3.7314
3/9/1988,3.7314
3/10/1988,3.7314
3/11/1988,3.7314
3/14/1988,3.7314
3/15/1988,3.7314
3/16/1988,3.7314
3/17/1988,3.7314
3/18/1988,3.7314
3/21/1988,3.7314
3/22/1988,3.7314
3/23/1988,3.7314
3/24/1988,3.7314
3/25/1988,3.7314
3/28/1988,3.7314
3/29/1988,3.7314
3/30/1988,3.7314
3/31/1988,3.7314
4/1/1988,3.7314
4/4/1988,3.7314
4/5/1988,3.7314
4/6/1988,3.7314
4/7/1988,3.7314
4/8/1988,3.7314
4/11/1988,3.7314
4/12/1988,3.7314
4/13/1988,3.7314
4/14/1988,3.7314
4/15/1988,3.7314
4/18/1988,3.7314
4/19/1988,3.7314
4/20/1988,3.7314
4/21/1988,3.7314
4/22/1988,3.7314
4/25/1988,3.7314
4/26/1988,3.7314
4/27/1988,3.7314
4/28/1988,3.7314
4/29/1988,3.7314
5/2/1988,3.7314
5/3/1988,3.7314
5/4/1988,3.7314
5/5/1988,3.7314
5/6/1988,3.7314
5/9/1988,3.7314
5/10/1988,3.7314
5/11/1988,3.7314
5/12/1988,3.7314
5/13/1988,3.7314
5/16/1988,3.7314
5/17/1988,3.7314
5/18/1988,3.7314
5/19/1988,3.7314
5/20/1988,3.7314
5/23/1988,3.7314
5/24/1988,3.7314
5/25/1988,3.7314
5/26/1988,3.7314
5/27/1988,3.7314
5/30/1988,ND
5/31/1988,3.7314
6/1/1988,3.7314
6/2/1988,3.7314
6/3/1988,3.7314
6/6/1988,3.7314
6/7/1988,3.7314
6/8/1988,3.7314
6/9/1988,3.7314
6/10/1988,3.7314
6/13/1988,3.7314
6/14/1988,3.7314
6/15/1988,3.7314
6/16/1988,3.7314
6/17/1988,3.7314
6/20/1988,3.7314
6/21/1988,3.7314
6/22/1988,3.7314
6/23/1988,3.7314
6/24/1988,3.7314
6/27/1988,3.7314
6/28/1988,3.7314
6/29/1988,3.7314
6/30/1988,3.7314
7/1/1988,3.7314
7/4/1988,ND
7/5/1988,3.7314
7/6/1988,3.7314
7/7/1988,3.7314
7/8/1988,3.7314
7/11/1988,3.7314
7/12/1988,3.7314
7/13/1988,3.7314
7/14/1988,3.7314
7/15/1988,3.7314
7/18/1988,3.7314
7/19/1988,3.7314
7/20/1988,3.7314
7/21/1988,3.7314
7/22/1988,3.7314
7/25/1988,3.7314
7/26/1988,3.7314
7/27/1988,3.7314
7/28/1988,3.7314
7/29/1988,3.7314
8/1/1988,3.7314
8/2/1988,3.7314
8/3/1988,3.7314
8/4/1988,3.7314
8/5/1988,3.7314
8/8/1988,3.7314
8/9/1988,3.7314
8/10/1988,3.7314
8/11/1988,3.7314
8/12/1988,3.7314
8/15/1988,3.7314
8/16/1988,3.7314
8/17/1988,3.7314
8/18/1988,3.7314
8/19/1988,3.7314
8/22/1988,3.7314
8/23/1988,3.7314
8/24/1988,3.7314
8/25/1988,3.7314
8/26/1988,3.7314
8/29/1988,3.7314
8/30/1988,3.7314
8/31/1988,3.7314
9/1/1988,3.7314
9/2/1988,3.7314
9/5/1988,ND
9/6/1988,3.7314
9/7/1988,3.7314
9/8/1988,3.7314
9/9/1988,3.7314
9/12/1988,3.7314
9/13/1988,3.7314
9/14/1988,3.7314
9/15/1988,3.7314
9/16/1988,3.7314
9/19/1988,3.7314
9/20/1988,3.7314
9/21/1988,3.7314
9/22/1988,3.7314
9/23/1988,3.7314
9/26/1988,3.7314
9/27/1988,3.7314
9/28/1988,3.7314
9/29/1988,3.7314
9/30/1988,3.7314
10/3/1988,3.7314
10/4/1988,3.7314
10/5/1988,3.7314
10/6/1988,3.7314
10/7/1988,3.7314
10/10/1988,ND
10/11/1988,3.7314
10/12/1988,3.7314
10/13/1988,3.7314
10/14/1988,3.7314
10/17/1988,3.7314
10/18/1988,3.7314
10/19/1988,3.7314
10/20/1988,3.7314
10/21/1988,3.7314
10/24/1988,3.7314
10/25/1988,3.7314
10/26/1988,3.7314
10/27/1988,3.7314
10/28/1988,3.7314
10/31/1988,3.7314
11/1/1988,3.7314
11/2/1988,3.7314
11/3/1988,3.7314
11/4/1988,3.7314
11/7/1988,3.7314
11/8/1988,3.7314
11/9/1988,3.7314
11/10/1988,3.7314
11/11/1988,ND
11/14/1988,3.7314
11/15/1988,3.7314
11/16/1988,3.7314
11/17/1988,3.7314
11/18/1988,3.7314
11/21/1988,3.7314
11/22/1988,3.7314
11/23/1988,3.7314
11/24/1988,ND
11/25/1988,3.7314
11/28/1988,3.7314
11/29/1988,3.7314
11/30/1988,3.7314
12/1/1988,3.7314
12/2/1988,3.7314
12/5/1988,3.7314
12/6/1988,3.7314
12/7/1988,3.7314
12/8/1988,3.7314
12/9/1988,3.7314
12/12/1988,3.7314
12/13/1988,3.7314
12/14/1988,3.7314
12/15/1988,3.7314
12/16/1988,3.7314
12/19/1988,3.7314
12/20/1988,3.7314
12/21/1988,3.7314
12/22/1988,3.7314
12/23/1988,3.7314
12/26/1988,ND
12/27/1988,3.7314
12/28/1988,3.7314
12/29/1988,3.7314
12/30/1988,3.7314
1/2/1989,ND
1/3/1989,3.7314
1/4/1989,3.7314
1/5/1989,3.7314
1/6/1989,3.7314
1/9/1989,3.7314
1/10/1989,3.7314
1/11/1989,3.7314
1/12/1989,3.7314
1/13/1989,3.7314
1/16/1989,ND
1/17/1989,3.7314
1/18/1989,3.7314
1/19/1989,3.7314
1/20/1989,3.7314
1/23/1989,3.7314
1/24/1989,3.7314
1/25/1989,3.7314
1/26/1989,3.7314
1/27/1989,3.7314
1/30/1989,3.7314
1/31/1989,3.7314
2/1/1989,3.7314
2/2/1989,3.7314
2/3/1989,3.7314
2/6/1989,3.7314
2/7/1989,3.7314
2/8/1989,3.7314
2/9/1989,3.7314
2/10/1989,3.7314
2/13/1989,3.7314
2/14/1989,3.7314
2/15/1989,3.7314
2/16/1989,3.7314
2/17/1989,3.7314
2/20/1989,ND
2/21/1989,3.7314
2/22/1989,3.7314
2/23/1989,3.7314
2/24/1989,3.7314
2/27/1989,3.7314
2/28/1989,3.7314
3/1/1989,3.7314
3/2/1989,3.7314
3/3/1989,3.7314
3/6/1989,3.7314
3/7/1989,3.7314
3/8/1989,3.7314
3/9/1989,3.7314
3/10/1989,3.7314
3/13/1989,3.7314
3/14/1989,3.7314
3/15/1989,3.7314
3/16/1989,3.7314
3/17/1989,3.7314
3/20/1989,3.7314
3/21/1989,3.7314
3/22/1989,3.7314
3/23/1989,3.7314
3/24/1989,3.7314
3/27/1989,3.7314
3/28/1989,3.7314
3/29/1989,3.7314
3/30/1989,3.7314
3/31/1989,3.7314
4/3/1989,3.7314
4/4/1989,3.7314
4/5/1989,3.7314
4/6/1989,3.7314
4/7/1989,3.7314
4/10/1989,3.7314
4/11/1989,3.7314
4/12/1989,3.7314
4/13/1989,3.7314
4/14/1989,3.7314
4/17/1989,3.7314
4/18/1989,3.7314
4/19/1989,3.7314
4/20/1989,3.7314
4/21/1989,3.7314
4/24/1989,3.7314
4/25/1989,3.7314
4/26/1989,3.7314
4/27/1989,3.7314
4/28/1989,3.7314
5/1/1989,3.7314
5/2/1989,3.7314
5/3/1989,3.7314
5/4/1989,3.7314
5/5/1989,3.7314
5/8/1989,3.7314
5/9/1989,3.7314
5/10/1989,3.7314
5/11/1989,3.7314
5/12/1989,3.7314
5/15/1989,3.7314
5/16/1989,3.7314
5/17/1989,3.7314
5/18/1989,3.7314
5/19/1989,3.7314
5/22/1989,3.7314
5/23/1989,3.7314
5/24/1989,3.7314
5/25/1989,3.7314
5/26/1989,3.7314
5/29/1989,ND
5/30/1989,3.7314
5/31/1989,3.7314
6/1/1989,3.7314
6/2/1989,3.7314
6/5/1989,3.7314
6/6/1989,3.7314
6/7/1989,3.7314
6/8/1989,3.7314
6/9/1989,3.7314
6/12/1989,3.7314
6/13/1989,3.7314
6/14/1989,3.7314
6/15/1989,3.7314
6/16/1989,3.7314
6/19/1989,3.7314
6/20/1989,3.7314
6/21/1989,3.7314
6/22/1989,3.7314
6/23/1989,3.7318
6/26/1989,3.7314
6/27/1989,3.7314
6/28/1989,3.7314
6/29/1989,3.7314
6/30/1989,3.7314
7/3/1989,3.7314
7/4/1989,ND
7/5/1989,3.7314
7/6/1989,3.7314
7/7/1989,3.7314
7/10/1989,3.7314
7/11/1989,3.7314
7/12/1989,3.7314
7/13/1989,3.7314
7/14/1989,3.7314
7/17/1989,3.7314
7/18/1989,3.7314
7/19/1989,3.7314
7/20/1989,3.7314
7/21/1989,3.7314
7/24/1989,3.7314
7/25/1989,3.7314
7/26/1989,3.7314
7/27/1989,3.7314
7/28/1989,3.7314
7/31/1989,3.7314
8/1/1989,3.7314
8/2/1989,3.7314
8/3/1989,3.7314
8/4/1989,3.7314
8/7/1989,3.7314
8/8/1989,3.7314
8/9/1989,3.7314
8/10/1989,3.7314
8/11/1989,3.7314
8/14/1989,3.7314
8/15/1989,3.7314
8/16/1989,3.7314
8/17/1989,3.7314
8/18/1989,3.7314
8/21/1989,3.7314
8/22/1989,3.7314
8/23/1989,3.7314
8/24/1989,3.7314
8/25/1989,3.7314
8/28/1989,3.7314
8/29/1989,3.7314
8/30/1989,3.7314
8/31/1989,3.7314
9/1/1989,3.7314
9/4/1989,ND
9/5/1989,3.7314
9/6/1989,3.7314
9/7/1989,3.7314
9/8/1989,3.7314
9/11/1989,3.7314
9/12/1989,3.7314
9/13/1989,3.7314
9/14/1989,3.7314
9/15/1989,3.7314
9/18/1989,3.7314
9/19/1989,3.7314
9/20/1989,3.7314
9/21/1989,3.7314
9/22/1989,3.7314
9/25/1989,3.7314
9/26/1989,3.7314
9/27/1989,3.7314
9/28/1989,3.7314
9/29/1989,3.7314
10/2/1989,3.7314
10/3/1989,3.7314
10/4/1989,3.7314
10/5/1989,3.7314
10/6/1989,3.7314
10/9/1989,ND
10/10/1989,3.7314
10/11/1989,3.7314
10/12/1989,3.7314
10/13/1989,3.7314
10/16/1989,3.7314
10/17/1989,3.7314
10/18/1989,3.7314
10/19/1989,3.7314
10/20/1989,3.7314
10/23/1989,3.7314
10/24/1989,3.7314
10/25/1989,3.7314
10/26/1989,3.7314
10/27/1989,3.7314
10/30/1989,3.7314
10/31/1989,3.7314
11/1/1989,3.7314
11/2/1989,3.7314
11/3/1989,3.7314
11/6/1989,3.7314
11/7/1989,3.7314
11/8/1989,3.7314
11/9/1989,3.7314
11/10/1989,3.7314
11/13/1989,3.7314
11/14/1989,3.7314
11/15/1989,3.7314
11/16/1989,3.7314
11/17/1989,3.7314
11/20/1989,3.7314
11/21/1989,3.7314
11/22/1989,3.7314
11/23/1989,ND
11/24/1989,3.7314
11/27/1989,3.7314
11/28/1989,3.7314
11/29/1989,3.7314
11/30/1989,3.7314
12/1/1989,3.7314
12/4/1989,3.7314
12/5/1989,3.7314
12/6/1989,3.7314
12/7/1989,3.7314
12/8/1989,3.7314
12/11/1989,3.7314
12/12/1989,3.7314
12/13/1989,3.7314
12/14/1989,3.7314
12/15/1989,3.7314
12/18/1989,4.7339
12/19/1989,4.7339
12/20/1989,4.7339
12/21/1989,4.7339
12/22/1989,4.7339
12/25/1989,ND
12/26/1989,4.7339
12/27/1989,4.7339
12/28/1989,4.7339
12/29/1989,4.7339
1/1/1990,ND
1/2/1990,4.7339
1/3/1990,4.7339
1/4/1990,4.7339
1/5/1990,4.7339
1/8/1990,4.7339
1/9/1990,4.7339
1/10/1990,4.7339
